balance,purchases,cash_adv,cash_adv_trx,purchases_trx,prc_full_pay,tenure,credit_limit
104.95,0,0,0,4,0,10,1500
470.69,0,0,0,5,0.42,12,18000
932.03,987.07,987.07,1,5,0.08,12,5500
307.12,0,0,0,2,0,12,8500
0,97.11,97.11,4,0,0,7,1500
57,10239.09,10239.09,6,1,0.14,12,12500
2601.6,0,0,0,12,0.91,12,1800
0,2873.08,2873.08,4,0,0,12,7000
440,1472.06,1472.06,3,4,0,12,3000
716.76,2365.45,2365.45,10,33,0,12,7000
4236.36,0,0,0,29,1,12,18500
935.71,5093.45,5093.45,3,34,0,12,6000
473.51,1031.58,1031.58,4,11,0,12,7500
885.44,0,0,0,111,0,12,1000
493.34,0,0,0,6,0,12,9500
2155.13,1650.04,1650.04,17,75,0,12,7500
888.98,1825.93,1825.93,2,7,0,12,6000
2513.46,6181.23,6181.23,12,6,0,9,9000
1475.23,0,0,0,14,0,12,4000
3441.3,0,0,0,26,0,12,11500
2308,0,0,0,9,0,12,3000
182.08,0,0,0,8,0.5,8,1500
1377.31,133.88,133.88,1,14,0.09,12,16000
255.75,0,0,0,5,0,12,3500
255.7,14.22,14.22,1,8,0,11,6500
1071.8,752.29,752.29,3,6,0.2,12,2500
1063.69,0,0,0,29,0.45,12,7000
1347.7,0,0,0,9,0,12,15500
75.5,0,0,0,2,0,12,5000
0,10590.41,10590.41,1,0,0,6,11500
0,2660.07,2660.07,7,0,0,12,7000
0,3766.79,3766.79,5,0,0,11,9000
0,9085.91,9085.91,19,0,0,12,7500
291.62,1461.72,1461.72,4,7,0,7,1500
1325.21,0,0,0,14,0,12,3000
229,0,0,0,4,0,11,150
0,1922.46,1922.46,4,0,0,12,5500
585.68,856.78,856.78,19,12,0,12,4500
0,1630.32,1630.32,4,0,0,12,2000
1627,0,0,0,12,0,12,1200
2310.61,0,0,0,33,1,12,18000
1780.79,657.94,657.94,5,93,0,12,17000
5176.62,0,0,0,33,0.6,12,8500
265.97,0,0,0,14,0.55,12,1000
1026.26,256.96,256.96,1,12,0,12,11000
2692.65,0,0,0,45,1,12,1500
0,68.52,68.52,1,0,0,12,1200
0,872.98,872.98,10,0,0,12,1200
3729.7,0,0,0,81,0,12,8000
0,79.44,79.44,3,0,0,12,1500
561.38,0,0,0,32,0.42,12,1500
609,0,0,0,12,0,12,2500
1074,0,0,0,2,0,12,5500
190.54,2467.2,2467.2,4,6,0.17,12,1200
420.88,429.48,429.48,4,7,0,12,4500
30,1484.67,1484.67,11,1,0.08,12,1500
0,2838.75,2838.75,3,0,0.25,12,3000
3629.8,2538.56,2538.56,5,254,0.08,12,7500
1080,3968.68,3968.68,29,24,0,12,8500
0,1075.24,1075.24,4,0,0,12,1200
1672.99,0,0,0,25,0.25,12,1600
0,4561.09,4561.09,7,0,0.09,12,2500
248.31,0,0,0,10,0,12,9500
701.25,0,0,0,5,1,12,3500
4378.8,0,0,0,19,0,12,10000
10243.48,0,0,0,56,1,12,7500
481.75,0,0,0,20,0,12,1200
993.5,0,0,0,9,0.09,12,6500
200,108.41,108.41,1,1,0,12,3500
3161.02,0,0,0,22,0.4,12,7000
1197.12,0,0,0,12,0.45,12,9000
1759.46,3240.79,3240.79,16,11,0,7,7000
294,0,0,0,12,0.67,12,5000
0,7013.53,7013.53,13,0,0,6,7000
0,797.54,797.54,2,0,0,12,3000
86.69,715.75,715.75,2,1,0,12,5500
952.16,0,0,0,24,1,12,7000
92.02,0,0,0,6,0.5,12,1600
796.9,0,0,0,9,0.22,12,1950
1319.19,1581.03,1581.03,6,27,0.17,12,1200
0,930.38,930.38,2,0,0.11,12,1800
585.87,0,0,0,12,1,12,10000
0,3176.8,3176.8,2,0,0,12,3500
0,275.17,275.17,1,0,0,11,1950
0,99.11,99.11,2,0,0,12,2500
133.86,0,0,0,6,0.22,12,9500
1451.5,0,0,0,54,0,7,1200
528.08,0,0,0,16,0.33,12,2000
0,2181.39,2181.39,7,0,0,12,7000
0,1672.65,1672.65,4,0,0,12,2500
407.81,2790.47,2790.47,7,4,0,12,5000
815.34,0,0,0,14,0.3,12,2500
4391.87,422.5,422.5,2,46,0.92,12,16500
2445.24,0,0,0,36,0,12,3400
0,430.53,430.53,2,0,0,12,2500
351.54,0,0,0,13,0,12,3000
0,3988.24,3988.24,7,0,0,12,11500
141.8,1651.29,1651.29,12,2,0,8,10000
0,320.87,320.87,8,0,0,12,8500
0,793.85,793.85,1,0,0,9,1350
1218.24,0,0,0,18,0.27,12,5000
1319.26,0,0,0,1,0,12,3500
2984.34,0,0,0,28,1,12,14500
614.01,6791.26,6791.26,8,14,0,12,7500
0,335.35,335.35,2,0,0,12,1800
0,244.89,244.89,2,0,0,12,1200
0,274.38,274.38,1,0,0,12,2000
0,2014.39,2014.39,2,0,0,12,1400
569.02,1431.67,1431.67,3,6,0.08,12,3200
2729,0,0,0,14,0.25,12,16500
2753.35,0,0,0,8,0,11,9000
87.3,0,0,0,1,0.75,12,8000
0,2810.46,2810.46,2,0,0.1,12,7500
1184.98,6370.15,6370.15,18,14,0,12,7000
0,559.2,559.2,5,0,0,12,1200
3342.9,436.16,436.16,5,45,0,10,2500
1225.79,6560.35,6560.35,10,58,0,12,5100
0,39.27,39.27,1,0,0,12,1200
139.67,3365.39,3365.39,22,6,0,12,6000
66.72,0,0,0,4,0,12,1000
577.98,2191.53,2191.53,7,13,0,12,6000
0,2925.56,2925.56,9,0,0,12,8500
803.95,0,0,0,8,0.67,12,1000
340.57,2671.44,2671.44,10,8,0,12,6000
451.01,0,0,0,78,0.67,12,7500
617.3,282.67,282.67,4,12,0.25,12,2500
360,0,0,0,6,0,12,3000
0,1783.36,1783.36,10,0,0.18,12,1400
1955.98,0,0,0,53,0.67,12,2500
350.31,153.17,153.17,3,3,0,12,4500
291.7,0,0,0,7,0.86,12,2500
382.5,0,0,0,7,0,12,1950
176.65,152.71,152.71,1,14,0,12,2500
2203.68,1076.47,1076.47,3,25,0,12,6000
14.28,0,0,0,5,0.08,12,10500
3419.92,7837.41,7837.41,12,8,0,12,12000
921.94,5903.78,5903.78,6,20,0.09,12,5000
0,2593.4,2593.4,1,0,0.09,12,3000
437.6,4638.44,4638.44,7,1,0,12,14500
0,36.58,36.58,1,0,0.18,12,1500
0,2007.04,2007.04,11,0,0,12,5000
141,1072.4,1072.4,3,7,0,12,4350
889.66,0,0,0,34,0,12,2500
375.23,0,0,0,11,0.44,12,6000
169.19,464.04,464.04,1,2,0,12,3200
0,673.64,673.64,3,0,0,12,1000
223.34,0,0,0,9,0,12,500
0,949.59,949.59,2,0,0,12,8500
0,2230.44,2230.44,7,0,0,12,7500
45.65,2475.66,2475.66,10,1,0.08,12,1500
231.4,4109.47,4109.47,20,3,0,10,13500
602.07,0,0,0,15,0,12,1800
265.22,0,0,0,2,0,12,3000
664.05,0,0,0,5,0,10,7500
447.5,1664.47,1664.47,8,6,0,12,8000
2128.56,2346.89,2346.89,8,27,0,12,7200
912.1,752.06,752.06,11,16,0.08,12,1200
383.2,49.17,49.17,1,2,0,12,11000
910.51,0,0,0,14,0.67,12,7000
789.45,0,0,0,5,0.11,12,2500
758.5,0,0,0,12,0.14,12,3000
0,258.14,258.14,8,0,0,12,1200
644.99,0,0,0,33,0.3,12,4000
60,0,0,0,1,0,7,4000
1068.28,0,0,0,18,1,9,1000
420,0,0,0,7,0,12,7500
462.86,0,0,0,34,0,12,3000
164.9,1806.07,1806.07,10,2,0,9,2000
0,549.06,549.06,2,0,0,12,2000
1666.95,0,0,0,38,0.92,12,2500
0,1560.74,1560.74,2,0,0,12,1500
1556.66,0,0,0,41,0,12,11000
1090.69,0,0,0,17,0,12,1800
170,3260.3,3260.3,11,1,0,12,9000
635.76,3863.41,3863.41,13,17,0,12,10000
141.81,2431.29,2431.29,10,2,0,12,8000
220.62,0,0,0,3,0,12,2000
2826.99,0,0,0,97,0,12,3000
784.63,0,0,0,16,0,11,9000
0,78.76,78.76,2,0,0,12,1500
61.46,0,0,0,6,0,12,4000
1450,2260.74,2260.74,2,1,0,11,9000
1977.5,611.97,611.97,1,21,0.1,12,3500
1895.25,0,0,0,23,0,12,9000
1039.48,4200.99,4200.99,10,3,0,12,9000
1856.84,2144.18,2144.18,26,19,0,12,7500
20.9,0,0,0,1,0,12,1500
671.31,6171.93,6171.93,12,12,0,12,12000
358.68,0,0,0,12,0,12,7500
474.96,0,0,0,12,0,12,1000
0,689.19,689.19,1,0,0,12,2300
582.28,3325.3,3325.3,8,14,0,12,6500
0,437.4,437.4,5,0,0.33,12,10500
0,456.4,456.4,2,0,0,12,1950
0,1846.25,1846.25,10,0,1,12,6500
152.73,0,0,0,9,0.56,12,1200
520.24,0,0,0,10,0,12,1200
270,0,0,0,6,0.71,11,8500
1229.42,0,0,0,34,0,12,7000
0,3860.7,3860.7,25,0,0,12,8500
485.17,0,0,0,2,0,12,3000
192.99,0,0,0,5,0.09,12,6000
0,2909.75,2909.75,6,0,0,12,14000
0,2119.7,2119.7,3,0,0.25,12,1200
2453.18,0,0,0,33,0,12,7500
50,0,0,0,1,0,12,1000
3005.25,315.12,315.12,2,61,0,12,3000
151.92,0,0,0,12,0.08,12,3500
227.64,0,0,0,12,0,12,2500
0,1321.91,1321.91,4,0,0,12,3000
472.5,0,0,0,9,0.9,12,7227
160,3603.79,3603.79,3,2,0,12,13550
1330,1906.44,1906.44,1,6,0.14,12,8000
4820.68,0,0,0,54,0,12,9200
901.62,0,0,0,4,0,12,14500
0,2404.83,2404.83,2,0,0,12,9000
185,737.62,737.62,2,4,0,12,6100
221.48,0,0,0,4,0.67,12,13500
0,2676.48,2676.48,6,0,0.09,12,3000
262,4212.52,4212.52,19,9,0,12,7000
449.26,7894.58,7894.58,1,12,0.18,12,9000
283.8,0,0,0,12,0.75,12,2000
531.48,6394.92,6394.92,1,7,0.25,12,7000
209.9,8223.64,8223.64,15,6,0.08,12,7000
0,9798.17,9798.17,1,0,0,8,10000
164.68,0,0,0,10,0,12,2500
450,2480.75,2480.75,4,1,0,12,4500
600,5352.99,5352.99,8,10,0.1,12,5000
540.13,0,0,0,13,0,12,6500
2802.08,0,0,0,36,0.36,12,6500
3589.05,0,0,0,31,0.64,12,6000
548.01,0,0,0,8,0,12,1900
0,4320.77,4320.77,12,0,0.2,12,4000
0,198.3,198.3,5,0,0,12,1800
1260,2992.62,2992.62,2,4,0.11,12,6000
0,5423.55,5423.55,3,0,0.17,12,6000
0,59.67,59.67,1,0,0,12,1600
0,1620.67,1620.67,9,0,0,12,3000
1975.72,11834.21,11834.21,8,33,0,12,13500
1754.19,1248.15,1248.15,10,32,0,12,9500
2266.01,0,0,0,46,0,12,4000
107,5203.61,5203.61,6,1,0,12,6000
168,0,0,0,6,0,12,1500
453.3,0,0,0,9,0.17,12,7000
377.79,0,0,0,10,0,12,1500
166.2,0,0,0,3,0.18,12,5500
188.02,0,0,0,6,0,12,7500
142,0,0,0,2,0,12,1200
0,965.18,965.18,7,0,0,12,6500
1429.39,0,0,0,21,0.1,12,2800
0,1563.52,1563.52,4,0,0,12,3000
6636.91,109.21,109.21,1,44,0.8,12,8000
0,1668.4,1668.4,2,0,0,12,3000
154.86,0,0,0,5,0,12,2500
2364.85,0,0,0,13,0.44,12,5000
0,58.98,58.98,1,0,0,6,6000
425.67,0,0,0,4,0,12,6500
985.2,1055.5,1055.5,12,19,0.08,12,6000
175.8,2052.88,2052.88,6,5,0,9,2500
2938.32,0,0,0,69,0.17,12,7500
1704.95,0,0,0,9,0,12,8000
290,0,0,0,10,0,12,2700
0,866.59,866.59,4,0,0,12,1200
869.38,0,0,0,23,0,12,7000
0,1561.13,1561.13,6,0,0.1,12,1500
3034.74,418.13,418.13,2,42,0.18,12,6500
1462.6,0,0,0,17,0.08,12,3500
127,0,0,0,2,0,12,4500
320,4510.24,4510.24,15,5,0,8,10000
0,2918.22,2918.22,4,0,0,12,6500
9030.08,0,0,0,28,0.08,12,6000
640.03,1898.32,1898.32,4,20,0,12,7100
0,2025.02,2025.02,8,0,0,12,3000
512.35,0,0,0,18,0.55,12,2000
1971.9,19.4,19.4,1,20,0.17,12,1800
794.53,0,0,0,9,0.1,11,2000
1401.4,0,0,0,47,0,12,1500
360.1,0,0,0,6,1,12,1500
0,57.65,57.65,2,0,0,12,1200
2029.03,5933.13,5933.13,13,20,0,12,15000
0,385.95,385.95,3,0,0.1,12,10000
0,1795.2,1795.2,1,0,0.25,12,1950
985.33,0,0,0,10,0.09,12,5500
0,2121.5,2121.5,6,0,0,12,7500
12.64,4516.16,4516.16,13,1,0.08,12,10000
2099.89,0,0,0,14,0,12,3000
555.71,1304.05,1304.05,4,16,0,12,1800
3643.93,780.46,780.46,1,36,0,12,7500
462,4776.1,4776.1,10,2,0,12,8000
198.27,0,0,0,2,0,12,8000
800.11,92.97,92.97,1,14,0.92,12,4000
238.9,0,0,0,9,1,7,1000
6003.86,0,0,0,110,0.08,12,2500
1462.73,0,0,0,26,0,12,6000
1303.78,0,0,0,24,0.08,12,10000
0,1027.97,1027.97,4,0,0,12,5000
377.07,367.67,367.67,2,8,0.25,12,1500
369.52,2578.6,2578.6,7,7,0,12,7500
0,2037.65,2037.65,3,0,0,12,12500
3429.49,0,0,0,40,0.42,12,10500
703.23,0,0,0,12,0,12,4500
3056.73,0,0,0,54,0,12,10000
3056.06,0,0,0,50,0,12,8500
3790.29,1384.95,1384.95,4,110,0,12,9500
0,1825.2,1825.2,11,0,0,12,2000
974.42,1563.65,1563.65,25,33,0,10,1500
107.41,0,0,0,6,0.56,12,2500
2366.36,0,0,0,23,0.67,12,4000
129,2496.79,2496.79,3,1,0.09,12,12000
828,0,0,0,12,0.3,12,1000
790.65,0,0,0,17,0.18,12,4000
0,1478.62,1478.62,1,0,0.25,12,1500
298.51,1362.14,1362.14,2,8,0.11,11,1700
0,535.96,535.96,4,0,0,12,3000
90,0,0,0,6,0,12,2500
530.5,0,0,0,3,0,12,1600
598.5,0,0,0,34,0,12,2000
133.4,0,0,0,4,0,12,1500
1424.4,0,0,0,17,0.75,12,5000
786,0,0,0,10,0,12,5000
1794.82,2373.65,2373.65,5,30,0,12,7000
0,2527.24,2527.24,16,0,0,12,6500
37.03,5171.71,5171.71,14,3,0,12,14000
1210.95,0,0,0,21,0.73,12,8000
1086.17,487.26,487.26,7,17,0,12,3000
4381.33,0,0,0,45,0,12,11500
2003.98,0,0,0,49,0,12,1200
90,432.82,432.82,3,1,0,12,1800
1554.86,0,0,0,25,0.27,12,4000
462.78,0,0,0,17,1,12,2000
349.45,0,0,0,7,0,11,2750
214.38,0,0,0,1,0,12,1500
600,0,0,0,1,0,12,1500
1006.01,0,0,0,10,0,12,5000
0,538.04,538.04,17,0,0,12,6500
1697.02,0,0,0,40,0,12,5500
0,229.42,229.42,3,0,0,11,3000
93.34,0,0,0,4,0,12,1500
2339.79,5930.12,5930.12,8,12,0,12,6500
0,151.73,151.73,1,0,0,10,1200
0,187.67,187.67,3,0,0,12,7000
448.15,0,0,0,13,0,12,9000
2610.29,884.57,884.57,3,39,0,12,3600
1157.94,0,0,0,22,0.92,12,7000
250,0,0,0,1,0,12,1800
4769.98,0,0,0,56,1,12,4500
120,0,0,0,9,0,12,1000
824.1,344.29,344.29,2,9,1,12,6500
2869.17,0,0,0,41,0,12,5500
155.32,713.75,713.75,2,4,0,12,4500
1110.17,814.09,814.09,3,6,0.25,12,4000
206.32,0,0,0,10,0,12,3000
689.4,1156.61,1156.61,3,12,0,12,8500
7156.11,1543.73,1543.73,3,198,0.08,12,9500
48.22,106.22,106.22,1,1,0,12,1700
660.61,144.15,144.15,1,16,0,12,2000
395,0,0,0,2,0,12,6000
0,9553.96,9553.96,1,0,0.5,6,10000
3612.24,0,0,0,35,1,12,10500
456.05,0,0,0,8,0,12,3000
0,3359.84,3359.84,3,0,0,7,3500
311.2,0,0,0,4,0,12,1000
0,1176.12,1176.12,7,0,0,12,6000
170.02,0,0,0,6,0.5,12,2000
7786.4,0,0,0,68,0.92,12,6500
15108.47,0,0,0,298,0,12,12000
0,1188.13,1188.13,4,0,0,12,4000
0,1527.09,1527.09,4,0,0,7,2000
844.38,197.62,197.62,1,11,0,12,7000
1537.93,247.04,247.04,1,25,0,12,9000
0,1767.1,1767.1,3,0,0,12,12000
0,1259.57,1259.57,9,0,0.09,11,1200
0,1353.8,1353.8,8,0,0,12,3000
324,2039.74,2039.74,7,3,0,12,4000
591.3,1402.72,1402.72,1,23,0,12,6500
3237.47,0,0,0,19,0.57,12,2000
5213.41,0,0,0,79,0,12,15000
137.7,0,0,0,3,0,12,2000
0,3688.09,3688.09,8,0,0.1,12,2000
3647.61,0,0,0,65,0.25,12,7500
0,889.41,889.41,6,0,0,12,1350
100,4383.3,4383.3,3,4,0,12,17500
100,6964.78,6964.78,11,4,0,12,9000
299.38,836.77,836.77,4,5,0,12,1200
115,0,0,0,12,0,12,8500
1569.23,0,0,0,42,0.92,12,7500
127.46,0,0,0,2,0,12,3500
0,73.99,73.99,1,0,0,11,1500
0,6448.25,6448.25,12,0,0,12,7000
1411.82,0,0,0,42,0.75,12,3500
229.92,0,0,0,12,0.5,12,2000
429.88,0,0,0,19,0,12,10000
295.64,0,0,0,9,0,12,3000
0,1961.77,1961.77,1,0,0.11,12,2000
805.45,587.44,587.44,4,22,0,12,5000
537.68,0,0,0,22,0.45,12,3000
361.07,0,0,0,18,0,12,4300
99.24,0,0,0,8,0.14,12,1000
2330,0,0,0,6,1,12,7500
0,454.31,454.31,5,0,0,12,1500
1137.55,145.94,145.94,2,14,0,12,2500
1213.23,1751.42,1751.42,8,9,0,12,6000
428.16,688.36,688.36,3,7,0,12,4300
0,47.24,47.24,1,0,0,12,1200
0,7870.35,7870.35,16,0,0.08,12,7500
470.12,0,0,0,4,0.67,12,10000
629.78,0,0,0,6,0,12,2000
0,2529.71,2529.71,4,0,0,12,5000
660.02,189.78,189.78,2,16,0,12,2050
0,3801.15,3801.15,3,0,0,12,9000
2453.46,0,0,0,54,0.75,12,6500
0,3202.93,3202.93,32,0,0,12,4600
5544.45,2722.52,2722.52,8,59,0,12,7000
2153.83,0,0,0,13,0,12,7500
409.92,177.19,177.19,6,12,0,12,1000
806.64,0,0,0,26,0,12,1700
54.67,727.57,727.57,2,2,0,12,1200
848.26,1032.46,1032.46,2,12,0.08,12,1200
921.2,0,0,0,7,0,12,5500
636.83,0,0,0,8,0.42,12,7500
989.32,0,0,0,2,0,11,18000
208.4,0,0,0,4,0,12,1000
334.73,19.55,19.55,1,1,0.25,12,2500
961.12,0,0,0,4,0,12,7000
73.45,0,0,0,2,0,12,4000
0,45.18,45.18,1,0,0,12,5000
0,2272.98,2272.98,3,0,0.08,12,2500
760.38,0,0,0,35,0,12,4500
135,4345.32,4345.32,10,7,0,10,7000
0,2539.71,2539.71,7,0,0,12,6400
0,4020.93,4020.93,5,0,0.09,12,8000
0,2592.52,2592.52,10,0,0,8,2500
65.5,0,0,0,1,0,12,3000
509.88,93.02,93.02,1,24,0,12,1200
433.2,0,0,0,24,0,12,6000
222.7,0,0,0,8,0,12,4250
83,9003.08,9003.08,12,1,0,12,10000
100.94,0,0,0,2,0.67,12,6000
0,102.32,102.32,1,0,0,6,1500
4400,913.38,913.38,1,5,0,12,10000
118.05,157.3,157.3,4,2,0,12,3000
1045.76,0,0,0,25,0.4,12,7000
1280.58,0,0,0,28,0,12,1800
205.92,0,0,0,24,0.18,12,1200
171.06,0,0,0,6,0,12,1500
1272.53,0,0,0,66,0.25,12,6000
1672.55,2768.04,2768.04,9,40,0,12,8500
1518.26,39.05,39.05,1,22,0,12,1700
356.32,0,0,0,8,0.57,8,1000
558.08,0,0,0,12,0,12,8500
113,189.8,189.8,1,2,0,10,2500
50.85,0,0,0,2,0,12,1200
1053.52,0,0,0,12,0.13,12,3000
205.84,1076.49,1076.49,3,3,0,12,6000
199.73,0,0,0,6,0,11,9000
3955.35,0,0,0,29,0,12,7500
1556.66,0,0,0,23,0.25,12,1000
0,5625.8,5625.8,1,0,1,12,9000
1020.76,0,0,0,27,0,12,5000
790.6,0,0,0,42,0.17,12,1500
2673.3,4104.02,4104.02,29,26,0,12,5000
462.32,0,0,0,8,0.45,12,5000
162.04,0,0,0,4,0,12,1800
130,0,0,0,5,0,12,1200
0,3511.37,3511.37,3,0,0.08,12,3000
0,4904.29,4904.29,50,0,0,12,8500
60.3,0,0,0,1,0,12,1200
900.45,0,0,0,1,0,12,1200
0,2120.65,2120.65,5,0,0,12,6000
3048.4,119.34,119.34,1,30,0,12,3000
0,1204.07,1204.07,14,0,0,12,3000
0,496.94,496.94,1,0,0,12,1200
309.74,0,0,0,19,0.45,12,8500
6508.72,0,0,0,44,0,12,6000
477.42,0,0,0,36,0.58,12,6000
0,101.18,101.18,1,0,0,12,1500
612.25,1422.28,1422.28,1,20,0.14,12,1500
0,1655.46,1655.46,4,0,0,12,3000
0,2289.79,2289.79,8,0,0,12,1800
0,5489.84,5489.84,6,0,0.25,7,14600
0,245.07,245.07,1,0,0,12,5000
0,1422.49,1422.49,1,0,0,12,1800
168.08,0,0,0,8,0.55,12,1500
0,5187.03,5187.03,12,0,0.13,12,5500
0,137.76,137.76,1,0,0,12,1200
0,124.94,124.94,1,0,0,12,1800
169.01,0,0,0,3,0.67,12,10000
95.67,272.56,272.56,1,1,0,12,5500
0,758.12,758.12,3,0,0.08,12,7500
0,3225.84,3225.84,24,0,0,12,9500
1401.54,0,0,0,14,0,12,4500
825.96,913.95,913.95,4,4,0,6,4000
964.67,0,0,0,10,0,10,3000
1653.91,0,0,0,35,0.56,12,11500
111.39,0,0,0,4,0.33,12,10000
197.7,271.9,271.9,1,3,0,12,1950
0,2070.86,2070.86,13,0,0,12,6500
0,99.52,99.52,1,0,0,12,2000
0,1466.12,1466.12,3,0,0,12,4000
309.86,0,0,0,5,0,12,8600
585.6,0,0,0,12,0.92,12,1000
1004.3,0,0,0,11,1,12,4000
0,1547.27,1547.27,5,0,0,12,8000
1554.42,1329.29,1329.29,10,69,0,12,7500
0,655.67,655.67,11,0,0,12,4500
0,603.49,603.49,3,0,0,11,1200
0,3682.38,3682.38,14,0,0,12,12000
436,3298.08,3298.08,4,6,0.08,12,4000
0,3706.76,3706.76,4,0,0,12,12000
853.75,0,0,0,8,0,12,6000
110,342.03,342.03,7,1,0,12,1200
154.5,0,0,0,1,0,12,3800
22381.97,0,0,0,87,0,12,14500
902.43,0,0,0,10,0,12,2500
1086.16,0,0,0,17,0.67,12,7000
188,2747.98,2747.98,10,2,0,12,8500
120,0,0,0,1,0,8,2500
955.59,0,0,0,19,0,12,5000
2923.07,3801.85,3801.85,2,35,0,12,13000
258.86,143.23,143.23,1,13,0,12,1500
1367.73,0,0,0,58,1,12,6000
342,5409.1,5409.1,18,5,0,12,6000
0,748.24,748.24,4,0,0,12,3000
3011.36,0,0,0,6,0.3,12,7500
849.78,0,0,0,7,0,11,11500
698.99,1208.99,1208.99,13,6,0.13,11,1500
301.07,0,0,0,1,0,12,5000
4877.66,0,0,0,154,0.17,12,4500
618,0,0,0,7,0,12,6000
1600.09,78.6,78.6,1,28,0,12,2500
5819.46,0,0,0,114,0.92,12,6000
0,2179.45,2179.45,7,0,0,12,3000
147.7,0,0,0,14,0.18,12,4000
26.8,470.85,470.85,11,1,0,7,500
0,2719.78,2719.78,4,0,0.08,12,3000
1693.03,0,0,0,15,0.45,12,4000
0,440.69,440.69,1,0,0,12,4000
99,2999.77,2999.77,10,2,0,12,6000
435.72,0,0,0,20,0,12,2300
1178.12,0,0,0,28,0,12,6000
851.21,0,0,0,21,0,12,3600
224.4,0,0,0,2,0,12,2100
1433.2,254.45,254.45,3,33,0,12,7000
0,3882.68,3882.68,7,0,0.5,12,9000
0,1209.37,1209.37,1,0,0,12,11000
1770,460.48,460.48,1,2,0,12,1800
414.48,0,0,0,12,0,12,1000
1278.5,0,0,0,6,0,12,10500
1182.95,0,0,0,36,0,12,6000
2948.1,0,0,0,22,0.33,12,4000
984.31,508.16,508.16,4,12,0,12,3800
1013.6,476.75,476.75,1,12,0,12,3500
3597.02,0,0,0,65,0.25,12,2000
833.98,0,0,0,11,0,8,7500
0,174.37,174.37,2,0,0,12,1500
2188.88,0,0,0,48,0.33,12,7500
646.28,2350.43,2350.43,17,15,0,12,1500
436.8,0,0,0,16,0,12,1000
277.06,0,0,0,7,0.75,12,2800
892,0,0,0,14,0,12,3500
689.67,73.69,73.69,1,15,0.13,12,3511
1901.71,206.62,206.62,1,33,0,12,1500
2429.23,0,0,0,44,0,12,7000
459.51,0,0,0,13,0,10,1200
3408.01,0,0,0,11,0.08,12,5000
2254.03,988.52,988.52,1,30,0,12,3000
999.77,6507.11,6507.11,16,14,0,12,8000
525,0,0,0,12,0.4,12,1000
554.79,468.6,468.6,5,12,0.42,12,7000
0,5427.83,5427.83,7,0,0,12,5500
387.42,0,0,0,11,0.36,12,1500
158,0,0,0,4,0,12,1200
4527.64,0,0,0,49,0.09,12,2300
83.47,0,0,0,1,0,12,9000
283.88,3637.86,3637.86,10,6,0.08,12,14500
0,777.91,777.91,10,0,0.08,12,1500
0,1133.58,1133.58,4,0,0,12,1200
354.92,340.82,340.82,6,3,0,12,8500
197,3926.68,3926.68,11,11,0,12,7000
0,292.39,292.39,1,0,0,12,1400
0,1932.46,1932.46,18,0,0,6,5600
0,4931,4931,6,0,0.08,12,9000
0,720.25,720.25,2,0,0,10,6500
803.57,0,0,0,53,0,12,2000
764.19,279.14,279.14,3,29,0,12,7000
0,279.69,279.69,4,0,0,12,1600
215,0,0,0,1,0,12,1750
1959.04,5124.13,5124.13,6,12,0,9,7000
150,1434.14,1434.14,3,3,0,12,3000
881.87,0,0,0,12,0,11,7500
120,394.63,394.63,8,1,0,12,1500
1864.5,148.54,148.54,4,6,0,6,2000
170,0,0,0,5,0,12,1500
1344.85,2509.02,2509.02,5,6,0.17,12,3500
603.6,0,0,0,11,0.09,12,2500
203.6,0,0,0,8,0,12,1500
951.97,0,0,0,12,0.08,12,1000
2626.06,0,0,0,62,0,12,7500
792.35,0,0,0,17,0.64,12,10000
669.19,0,0,0,25,0.08,12,8000
270.21,232.88,232.88,2,12,0,12,6000
2072.43,0,0,0,30,0,12,7000
0,1498.39,1498.39,5,0,0,12,1950
652.24,0,0,0,7,0,12,4000
145.28,1404.5,1404.5,28,14,0.17,12,8000
146.68,2206.51,2206.51,7,5,0,12,8000
473.34,0,0,0,10,0.08,12,1500
143,1358.4,1358.4,2,2,0,12,3000
80.06,0,0,0,1,0,12,1600
0,1335.25,1335.25,3,0,0,12,6000
98,2683.57,2683.57,3,4,0,12,3000
1628.08,0,0,0,27,0,12,6000
63.3,0,0,0,3,0,12,2700
0,18.12,18.12,1,0,0,12,1500
830,0,0,0,8,1,12,4000
789.96,0,0,0,21,0,12,8000
353.22,185.02,185.02,3,13,0,12,2500
150,0,0,0,2,0,12,1800
0,1435.9,1435.9,1,0,0,12,1500
0,1425.75,1425.75,5,0,0,12,1500
0,462.86,462.86,6,0,0,11,1500
119.46,0,0,0,4,0,12,7500
909.16,2600.8,2600.8,13,28,0.08,12,3000
582.85,0,0,0,25,0,12,11500
1130.25,1811.55,1811.55,20,29,0,12,3000
749,7130.16,7130.16,50,8,0,12,5000
0,252.32,252.32,3,0,0.18,11,1500
149.88,0,0,0,8,0.75,12,4000
55.12,0,0,0,1,0,12,5000
588.48,0,0,0,2,0,12,3000
1301.9,0,0,0,21,0,12,4500
0,3502.35,3502.35,4,0,0,12,14000
854.2,0,0,0,3,0.42,12,7350
1022.84,0,0,0,5,0,12,1500
71.65,0,0,0,3,1,12,2000
14215,464.8,464.8,1,30,0,12,9000
129,2168.3,2168.3,2,1,0.08,12,1700
0,3719.36,3719.36,4,0,0,6,4000
